Medida,CodMedida,Grupo,CodGrupo,Consumo,Territorio,Año
Energía eléctrica,1,No especificado en otras categorías - Otros,11,2798.43,Fuerteventura,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,60103,Fuerteventura,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-1010,Fuerteventura,2013
Número de clientes (CUPS),2,Consumo final,3,61113,Fuerteventura,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,5,Fuerteventura,2013
Número de clientes (CUPS),2,Sector industrial,5,1019,Fuerteventura,2013
Número de clientes (CUPS),2,Sector del transporte,6,1501,Fuerteventura,2013
Número de clientes (CUPS),2,Hostelería,7,2499,Fuerteventura,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3757,Fuerteventura,2013
Número de clientes (CUPS),2,Hogares,9,51788,Fuerteventura,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,411,Fuerteventura,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,133,Fuerteventura,2012
Energía eléctrica,1,Disponible para consumo final,1,600430.86,Fuerteventura,2012
Energía eléctrica,1,Diferencias estadísticas,2,25262.95,Fuerteventura,2012
Energía eléctrica,1,Consumo final,3,575167.91,Fuerteventura,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,169.68,Fuerteventura,2012
Energía eléctrica,1,Sector industrial,5,13167.15,Fuerteventura,2012
Energía eléctrica,1,Sector del transporte,6,10637.36,Fuerteventura,2012
Energía eléctrica,1,Hostelería,7,167956.92,Fuerteventura,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,201938.02,Fuerteventura,2012
Energía eléctrica,1,Hogares,9,174726.91,Fuerteventura,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,5461.24,Fuerteventura,2012
Energía eléctrica,1,No especificado en otras categorías - Otros,11,1110.62,Fuerteventura,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,58467,Fuerteventura,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,1163,Fuerteventura,2012
Número de clientes (CUPS),2,Consumo final,3,57304,Fuerteventura,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,3,Fuerteventura,2012
Número de clientes (CUPS),2,Sector industrial,5,909,Fuerteventura,2012
Número de clientes (CUPS),2,Sector del transporte,6,1489,Fuerteventura,2012
Número de clientes (CUPS),2,Hostelería,7,2675,Fuerteventura,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,3387,Fuerteventura,2012
Número de clientes (CUPS),2,Hogares,9,48423,Fuerteventura,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,382,Fuerteventura,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,36,Fuerteventura,2011
Energía eléctrica,1,Disponible para consumo final,1,602462.58,Fuerteventura,2011
Energía eléctrica,1,Diferencias estadísticas,2,35058.28,Fuerteventura,2011
Energía eléctrica,1,Consumo final,3,567404.3,Fuerteventura,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,110.79,Fuerteventura,2011
Energía eléctrica,1,Sector industrial,5,14941.62,Fuerteventura,2011
Energía eléctrica,1,Sector del transporte,6,12060.79,Fuerteventura,2011
Energía eléctrica,1,Hostelería,7,154873.48,Fuerteventura,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,207107.38,Fuerteventura,2011
Energía eléctrica,1,Hogares,9,175330.37,Fuerteventura,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2815.54,Fuerteventura,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,164.33,Fuerteventura,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,58016,Fuerteventura,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Fuerteventura,2011
Número de clientes (CUPS),2,Consumo final,3,,Fuerteventura,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Fuerteventura,2011
Número de clientes (CUPS),2,Sector industrial,5,,Fuerteventura,2011
Número de clientes (CUPS),2,Sector del transporte,6,,Fuerteventura,2011
Número de clientes (CUPS),2,Hostelería,7,,Fuerteventura,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Fuerteventura,2011
Número de clientes (CUPS),2,Hogares,9,,Fuerteventura,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Fuerteventura,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Fuerteventura,2010
Energía eléctrica,1,Disponible para consumo final,1,584267.33,Fuerteventura,2010
Energía eléctrica,1,Diferencias estadísticas,2,-11831.76,Fuerteventura,2010
Energía eléctrica,1,Consumo final,3,596099.09,Fuerteventura,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,90.52,Fuerteventura,2010
Energía eléctrica,1,Sector industrial,5,11357.45,Fuerteventura,2010
Energía eléctrica,1,Sector del transporte,6,334.78,Fuerteventura,2010
Energía eléctrica,1,Hostelería,7,196122.14,Fuerteventura,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,236365.03,Fuerteventura,2010
Energía eléctrica,1,Hogares,9,148504.44,Fuerteventura,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,2508.14,Fuerteventura,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,816.58,Fuerteventura,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,57323,Fuerteventura,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Fuerteventura,2010
Número de clientes (CUPS),2,Consumo final,3,,Fuerteventura,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Fuerteventura,2010
Número de clientes (CUPS),2,Sector industrial,5,,Fuerteventura,2010
Número de clientes (CUPS),2,Sector del transporte,6,,Fuerteventura,2010
Número de clientes (CUPS),2,Hostelería,7,,Fuerteventura,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Fuerteventura,2010
Número de clientes (CUPS),2,Hogares,9,,Fuerteventura,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Fuerteventura,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Fuerteventura,2010
Energía eléctrica,1,Disponible para consumo final,1,3034251.74,Gran Canaria,2021
Energía eléctrica,1,Diferencias estadísticas,2,99279.75,Gran Canaria,2021
Energía eléctrica,1,Consumo final,3,2934971.99,Gran Canaria,2021
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3563.69,Gran Canaria,2021
Energía eléctrica,1,Sector industrial,5,263118.5,Gran Canaria,2021
Energía eléctrica,1,Sector del transporte,6,2179.71,Gran Canaria,2021
Energía eléctrica,1,Hostelería,7,279280.45,Gran Canaria,2021
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1205883.55,Gran Canaria,2021
Energía eléctrica,1,Hogares,9,1039647.44,Gran Canaria,2021
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,70666.55,Gran Canaria,2021
Energía eléctrica,1,No especificado en otras categorías - Otros,11,70632.1,Gran Canaria,2021
Número de clientes (CUPS),2,Disponible para consumo final,1,476068,Gran Canaria,2021
Número de clientes (CUPS),2,Diferencias estadísticas,2,29138,Gran Canaria,2021
Número de clientes (CUPS),2,Consumo final,3,446930,Gran Canaria,2021
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,110,Gran Canaria,2021
Número de clientes (CUPS),2,Sector industrial,5,9807,Gran Canaria,2021
Número de clientes (CUPS),2,Sector del transporte,6,227,Gran Canaria,2021
Número de clientes (CUPS),2,Hostelería,7,16159,Gran Canaria,2021
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,39914,Gran Canaria,2021
Número de clientes (CUPS),2,Hogares,9,368901,Gran Canaria,2021
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,6217,Gran Canaria,2021
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,5595,Gran Canaria,2020
Energía eléctrica,1,Disponible para consumo final,1,3003957.97,Gran Canaria,2020
Energía eléctrica,1,Diferencias estadísticas,2,26804.52,Gran Canaria,2020
Energía eléctrica,1,Consumo final,3,2977153.45,Gran Canaria,2020
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3072.43,Gran Canaria,2020
Energía eléctrica,1,Sector industrial,5,267026.19,Gran Canaria,2020
Energía eléctrica,1,Sector del transporte,6,9753.14,Gran Canaria,2020
Energía eléctrica,1,Hostelería,7,313011.62,Gran Canaria,2020
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1179439.31,Gran Canaria,2020
Energía eléctrica,1,Hogares,9,1071210.4,Gran Canaria,2020
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,75967.45,Gran Canaria,2020
Energía eléctrica,1,No especificado en otras categorías - Otros,11,57672.9,Gran Canaria,2020
Número de clientes (CUPS),2,Disponible para consumo final,1,473617,Gran Canaria,2020
Número de clientes (CUPS),2,Diferencias estadísticas,2,13985,Gran Canaria,2020
Número de clientes (CUPS),2,Consumo final,3,459632,Gran Canaria,2020
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,111,Gran Canaria,2020
Número de clientes (CUPS),2,Sector industrial,5,10905,Gran Canaria,2020
Número de clientes (CUPS),2,Sector del transporte,6,384,Gran Canaria,2020
Número de clientes (CUPS),2,Hostelería,7,16852,Gran Canaria,2020
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,37800,Gran Canaria,2020
Número de clientes (CUPS),2,Hogares,9,381311,Gran Canaria,2020
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,6776,Gran Canaria,2020
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,5493,Gran Canaria,2019
Energía eléctrica,1,Disponible para consumo final,1,3226550.39,Gran Canaria,2019
Energía eléctrica,1,Diferencias estadísticas,2,37373.2,Gran Canaria,2019
Energía eléctrica,1,Consumo final,3,3189177.19,Gran Canaria,2019
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3244.31,Gran Canaria,2019
Energía eléctrica,1,Sector industrial,5,266020.39,Gran Canaria,2019
Energía eléctrica,1,Sector del transporte,6,110479.29,Gran Canaria,2019
Energía eléctrica,1,Hostelería,7,370617.1,Gran Canaria,2019
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1193202.18,Gran Canaria,2019
Energía eléctrica,1,Hogares,9,1080483.69,Gran Canaria,2019
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,59457.74,Gran Canaria,2019
Energía eléctrica,1,No especificado en otras categorías - Otros,11,105672.5,Gran Canaria,2019
Número de clientes (CUPS),2,Disponible para consumo final,1,471064,Gran Canaria,2019
Número de clientes (CUPS),2,Diferencias estadísticas,2,453,Gran Canaria,2019
Número de clientes (CUPS),2,Consumo final,3,470611,Gran Canaria,2019
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,56,Gran Canaria,2019
Número de clientes (CUPS),2,Sector industrial,5,10234,Gran Canaria,2019
Número de clientes (CUPS),2,Sector del transporte,6,9760,Gran Canaria,2019
Número de clientes (CUPS),2,Hostelería,7,17069,Gran Canaria,2019
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,30368,Gran Canaria,2019
Número de clientes (CUPS),2,Hogares,9,389683,Gran Canaria,2019
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7012,Gran Canaria,2019
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,6429,Gran Canaria,2018
Energía eléctrica,1,Disponible para consumo final,1,3216081.31,Gran Canaria,2018
Energía eléctrica,1,Diferencias estadísticas,2,-40063.26,Gran Canaria,2018
Energía eléctrica,1,Consumo final,3,3256144.57,Gran Canaria,2018
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3556.38,Gran Canaria,2018
Energía eléctrica,1,Sector industrial,5,250981.5,Gran Canaria,2018
Energía eléctrica,1,Sector del transporte,6,117179.35,Gran Canaria,2018
Energía eléctrica,1,Hostelería,7,389563.87,Gran Canaria,2018
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1273405.88,Gran Canaria,2018
Energía eléctrica,1,Hogares,9,1108606.16,Gran Canaria,2018
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,52036.47,Gran Canaria,2018
Energía eléctrica,1,No especificado en otras categorías - Otros,11,60814.96,Gran Canaria,2018
Número de clientes (CUPS),2,Disponible para consumo final,1,468616,Gran Canaria,2018
Número de clientes (CUPS),2,Diferencias estadísticas,2,2240,Gran Canaria,2018
Número de clientes (CUPS),2,Consumo final,3,466376,Gran Canaria,2018
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,51,Gran Canaria,2018
Número de clientes (CUPS),2,Sector industrial,5,10213,Gran Canaria,2018
Número de clientes (CUPS),2,Sector del transporte,6,10182,Gran Canaria,2018
Número de clientes (CUPS),2,Hostelería,7,17587,Gran Canaria,2018
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,30956,Gran Canaria,2018
Número de clientes (CUPS),2,Hogares,9,385774,Gran Canaria,2018
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7111,Gran Canaria,2018
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,4502,Gran Canaria,2017
Energía eléctrica,1,Disponible para consumo final,1,3246162.55,Gran Canaria,2017
Energía eléctrica,1,Diferencias estadísticas,2,8075.14,Gran Canaria,2017
Energía eléctrica,1,Consumo final,3,3238087.41,Gran Canaria,2017
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,4038.21,Gran Canaria,2017
Energía eléctrica,1,Sector industrial,5,269625.23,Gran Canaria,2017
Energía eléctrica,1,Sector del transporte,6,112554.56,Gran Canaria,2017
Energía eléctrica,1,Hostelería,7,403751.12,Gran Canaria,2017
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1273089.06,Gran Canaria,2017
Energía eléctrica,1,Hogares,9,1084601.79,Gran Canaria,2017
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,66898.4,Gran Canaria,2017
Energía eléctrica,1,No especificado en otras categorías - Otros,11,23529.04,Gran Canaria,2017
Número de clientes (CUPS),2,Disponible para consumo final,1,466633,Gran Canaria,2017
Número de clientes (CUPS),2,Diferencias estadísticas,2,290,Gran Canaria,2017
Número de clientes (CUPS),2,Consumo final,3,466343,Gran Canaria,2017
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,52,Gran Canaria,2017
Número de clientes (CUPS),2,Sector industrial,5,10144,Gran Canaria,2017
Número de clientes (CUPS),2,Sector del transporte,6,10477,Gran Canaria,2017
Número de clientes (CUPS),2,Hostelería,7,18452,Gran Canaria,2017
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,31881,Gran Canaria,2017
Número de clientes (CUPS),2,Hogares,9,384718,Gran Canaria,2017
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7289,Gran Canaria,2017
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,3330,Gran Canaria,2016
Energía eléctrica,1,Disponible para consumo final,1,3212575.9,Gran Canaria,2016
Energía eléctrica,1,Diferencias estadísticas,2,9914.49,Gran Canaria,2016
Energía eléctrica,1,Consumo final,3,3202661.41,Gran Canaria,2016
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3060.92,Gran Canaria,2016
Energía eléctrica,1,Sector industrial,5,258560.54,Gran Canaria,2016
Energía eléctrica,1,Sector del transporte,6,108099.24,Gran Canaria,2016
Energía eléctrica,1,Hostelería,7,393463.41,Gran Canaria,2016
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1253137.46,Gran Canaria,2016
Energía eléctrica,1,Hogares,9,1103664.45,Gran Canaria,2016
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,65872.53,Gran Canaria,2016
Energía eléctrica,1,No especificado en otras categorías - Otros,11,16802.88,Gran Canaria,2016
Número de clientes (CUPS),2,Disponible para consumo final,1,463736,Gran Canaria,2016
Número de clientes (CUPS),2,Diferencias estadísticas,2,2134,Gran Canaria,2016
Número de clientes (CUPS),2,Consumo final,3,461602,Gran Canaria,2016
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,37,Gran Canaria,2016
Número de clientes (CUPS),2,Sector industrial,5,9839,Gran Canaria,2016
Número de clientes (CUPS),2,Sector del transporte,6,10557,Gran Canaria,2016
Número de clientes (CUPS),2,Hostelería,7,18466,Gran Canaria,2016
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,32066,Gran Canaria,2016
Número de clientes (CUPS),2,Hogares,9,382412,Gran Canaria,2016
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7421,Gran Canaria,2016
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,804,Gran Canaria,2015
Energía eléctrica,1,Disponible para consumo final,1,3175986.77,Gran Canaria,2015
Energía eléctrica,1,Diferencias estadísticas,2,13222.92,Gran Canaria,2015
Energía eléctrica,1,Consumo final,3,3162763.85,Gran Canaria,2015
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,3110,Gran Canaria,2015
Energía eléctrica,1,Sector industrial,5,267258.15,Gran Canaria,2015
Energía eléctrica,1,Sector del transporte,6,106840.32,Gran Canaria,2015
Energía eléctrica,1,Hostelería,7,378923.55,Gran Canaria,2015
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1207066.03,Gran Canaria,2015
Energía eléctrica,1,Hogares,9,1115896.14,Gran Canaria,2015
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,65613.36,Gran Canaria,2015
Energía eléctrica,1,No especificado en otras categorías - Otros,11,18056.3,Gran Canaria,2015
Número de clientes (CUPS),2,Disponible para consumo final,1,462863,Gran Canaria,2015
Número de clientes (CUPS),2,Diferencias estadísticas,2,2085,Gran Canaria,2015
Número de clientes (CUPS),2,Consumo final,3,460778,Gran Canaria,2015
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,36,Gran Canaria,2015
Número de clientes (CUPS),2,Sector industrial,5,9840,Gran Canaria,2015
Número de clientes (CUPS),2,Sector del transporte,6,10847,Gran Canaria,2015
Número de clientes (CUPS),2,Hostelería,7,18166,Gran Canaria,2015
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,31970,Gran Canaria,2015
Número de clientes (CUPS),2,Hogares,9,381592,Gran Canaria,2015
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7617,Gran Canaria,2015
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,710,Gran Canaria,2014
Energía eléctrica,1,Disponible para consumo final,1,3156629.21,Gran Canaria,2014
Energía eléctrica,1,Diferencias estadísticas,2,7317.44,Gran Canaria,2014
Energía eléctrica,1,Consumo final,3,3149311.77,Gran Canaria,2014
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,4196.49,Gran Canaria,2014
Energía eléctrica,1,Sector industrial,5,316739.74,Gran Canaria,2014
Energía eléctrica,1,Sector del transporte,6,104642.01,Gran Canaria,2014
Energía eléctrica,1,Hostelería,7,385377.9,Gran Canaria,2014
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1135444.67,Gran Canaria,2014
Energía eléctrica,1,Hogares,9,1125064.03,Gran Canaria,2014
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,61447.91,Gran Canaria,2014
Energía eléctrica,1,No especificado en otras categorías - Otros,11,16399.02,Gran Canaria,2014
Número de clientes (CUPS),2,Disponible para consumo final,1,461567,Gran Canaria,2014
Número de clientes (CUPS),2,Diferencias estadísticas,2,-3394,Gran Canaria,2014
Número de clientes (CUPS),2,Consumo final,3,464961,Gran Canaria,2014
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,41,Gran Canaria,2014
Número de clientes (CUPS),2,Sector industrial,5,9851,Gran Canaria,2014
Número de clientes (CUPS),2,Sector del transporte,6,11089,Gran Canaria,2014
Número de clientes (CUPS),2,Hostelería,7,18207,Gran Canaria,2014
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,31488,Gran Canaria,2014
Número de clientes (CUPS),2,Hogares,9,385187,Gran Canaria,2014
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7782,Gran Canaria,2014
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1316,Gran Canaria,2013
Energía eléctrica,1,Disponible para consumo final,1,3156629.21,Gran Canaria,2013
Energía eléctrica,1,Diferencias estadísticas,2,7317.44,Gran Canaria,2013
Energía eléctrica,1,Consumo final,3,3149311.77,Gran Canaria,2013
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,4196.49,Gran Canaria,2013
Energía eléctrica,1,Sector industrial,5,316739.74,Gran Canaria,2013
Energía eléctrica,1,Sector del transporte,6,104642.01,Gran Canaria,2013
Energía eléctrica,1,Hostelería,7,385377.9,Gran Canaria,2013
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1135444.67,Gran Canaria,2013
Energía eléctrica,1,Hogares,9,1125064.03,Gran Canaria,2013
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,61447.91,Gran Canaria,2013
Energía eléctrica,1,No especificado en otras categorías - Otros,11,16399.02,Gran Canaria,2013
Número de clientes (CUPS),2,Disponible para consumo final,1,461567,Gran Canaria,2013
Número de clientes (CUPS),2,Diferencias estadísticas,2,-3394,Gran Canaria,2013
Número de clientes (CUPS),2,Consumo final,3,464961,Gran Canaria,2013
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,41,Gran Canaria,2013
Número de clientes (CUPS),2,Sector industrial,5,9851,Gran Canaria,2013
Número de clientes (CUPS),2,Sector del transporte,6,11089,Gran Canaria,2013
Número de clientes (CUPS),2,Hostelería,7,18207,Gran Canaria,2013
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,31488,Gran Canaria,2013
Número de clientes (CUPS),2,Hogares,9,385187,Gran Canaria,2013
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,7782,Gran Canaria,2013
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,1316,Gran Canaria,2012
Energía eléctrica,1,Disponible para consumo final,1,3287118.81,Gran Canaria,2012
Energía eléctrica,1,Diferencias estadísticas,2,-20615.38,Gran Canaria,2012
Energía eléctrica,1,Consumo final,3,3307734.19,Gran Canaria,2012
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,2468.57,Gran Canaria,2012
Energía eléctrica,1,Sector industrial,5,274919.83,Gran Canaria,2012
Energía eléctrica,1,Sector del transporte,6,97064.36,Gran Canaria,2012
Energía eléctrica,1,Hostelería,7,441976.64,Gran Canaria,2012
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1166977.29,Gran Canaria,2012
Energía eléctrica,1,Hogares,9,1227756.33,Gran Canaria,2012
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,75086.89,Gran Canaria,2012
Energía eléctrica,1,No especificado en otras categorías - Otros,11,21484.28,Gran Canaria,2012
Número de clientes (CUPS),2,Disponible para consumo final,1,457120,Gran Canaria,2012
Número de clientes (CUPS),2,Diferencias estadísticas,2,6931,Gran Canaria,2012
Número de clientes (CUPS),2,Consumo final,3,450189,Gran Canaria,2012
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,24,Gran Canaria,2012
Número de clientes (CUPS),2,Sector industrial,5,9524,Gran Canaria,2012
Número de clientes (CUPS),2,Sector del transporte,6,11434,Gran Canaria,2012
Número de clientes (CUPS),2,Hostelería,7,19699,Gran Canaria,2012
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,30757,Gran Canaria,2012
Número de clientes (CUPS),2,Hogares,9,369796,Gran Canaria,2012
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,8023,Gran Canaria,2012
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,932,Gran Canaria,2011
Energía eléctrica,1,Disponible para consumo final,1,3306010.94,Gran Canaria,2011
Energía eléctrica,1,Diferencias estadísticas,2,-40092.19,Gran Canaria,2011
Energía eléctrica,1,Consumo final,3,3346103.13,Gran Canaria,2011
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,44203.3,Gran Canaria,2011
Energía eléctrica,1,Sector industrial,5,280303.82,Gran Canaria,2011
Energía eléctrica,1,Sector del transporte,6,101526.72,Gran Canaria,2011
Energía eléctrica,1,Hostelería,7,401140.04,Gran Canaria,2011
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1182691.53,Gran Canaria,2011
Energía eléctrica,1,Hogares,9,1262654.05,Gran Canaria,2011
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,63183.5,Gran Canaria,2011
Energía eléctrica,1,No especificado en otras categorías - Otros,11,10400.18,Gran Canaria,2011
Número de clientes (CUPS),2,Disponible para consumo final,1,455023,Gran Canaria,2011
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Gran Canaria,2011
Número de clientes (CUPS),2,Consumo final,3,,Gran Canaria,2011
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Gran Canaria,2011
Número de clientes (CUPS),2,Sector industrial,5,,Gran Canaria,2011
Número de clientes (CUPS),2,Sector del transporte,6,,Gran Canaria,2011
Número de clientes (CUPS),2,Hostelería,7,,Gran Canaria,2011
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Gran Canaria,2011
Número de clientes (CUPS),2,Hogares,9,,Gran Canaria,2011
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Gran Canaria,2011
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Gran Canaria,2010
Energía eléctrica,1,Disponible para consumo final,1,3308232.08,Gran Canaria,2010
Energía eléctrica,1,Diferencias estadísticas,2,-87296.12,Gran Canaria,2010
Energía eléctrica,1,Consumo final,3,3395528.21,Gran Canaria,2010
Energía eléctrica,1,Sector de la energía. excepto consumos en generación,4,2602.74,Gran Canaria,2010
Energía eléctrica,1,Sector industrial,5,294509.99,Gran Canaria,2010
Energía eléctrica,1,Sector del transporte,6,931.32,Gran Canaria,2010
Energía eléctrica,1,Hostelería,7,387344.14,Gran Canaria,2010
Energía eléctrica,1,Comercio y servicios públicos. excepto hostelería,8,1478435.68,Gran Canaria,2010
Energía eléctrica,1,Hogares,9,1106795.89,Gran Canaria,2010
Energía eléctrica,1,Agricultura. silvicultura y pesca,10,84553.4,Gran Canaria,2010
Energía eléctrica,1,No especificado en otras categorías - Otros,11,40355.06,Gran Canaria,2010
Número de clientes (CUPS),2,Disponible para consumo final,1,451355,Gran Canaria,2010
Número de clientes (CUPS),2,Diferencias estadísticas,2,,Gran Canaria,2010
Número de clientes (CUPS),2,Consumo final,3,,Gran Canaria,2010
Número de clientes (CUPS),2,Sector de la energía. excepto consumos en generación,4,,Gran Canaria,2010
Número de clientes (CUPS),2,Sector industrial,5,,Gran Canaria,2010
Número de clientes (CUPS),2,Sector del transporte,6,,Gran Canaria,2010
Número de clientes (CUPS),2,Hostelería,7,,Gran Canaria,2010
Número de clientes (CUPS),2,Comercio y servicios públicos. excepto hostelería,8,,Gran Canaria,2010
Número de clientes (CUPS),2,Hogares,9,,Gran Canaria,2010
Número de clientes (CUPS),2,Agricultura. silvicultura y pesca,10,,Gran Canaria,2010
Número de clientes (CUPS),2,No especificado en otras categorías - Otros,11,,Gran Canaria,2010
Energía eléctrica,1,Disponible para consumo final,1,2857022.5,Tenerife,2021
Energía eléctrica,1,Diferencias estadísticas,2,-11175.44,Tenerife,2021
Energía eléctrica,1,Consumo final,3,2868197.95,Tenerife,2021
